0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
237.14946423429507,744.3054433524029,1076.1050839077323,599.665296668518,1376.772242609286,444.34427379027426,381.92545436415384,516.5696809158751,978.3832682384469,583.049993122737,1773.6835084006084,505.95902376059644,1818.3478671155985,718.7230465442215,880.3358350691459,511.7714395674783,1605.527764535214,478.0273401075131,862.3928432262096,463.5454285563664,1762.6812633859436,592.2731967512786,738.2190768313195,482.57662459180096,85.37550903066699,740.2538196548633,1570.1800969064554,519.8003305022316,1243.2350556356555,468.4480669668412,762.8345441071305,613.2672646404646,,,,,325.75384664693775,517.3181807511129,1591.9306762103633,664.5727027401911,790.4700732329902,510.8830411190827
240.75966843522218,743.7185561685151,1078.177579006044,599.5740418168491,1377.380861249224,444.6825852684095,385.99094133419493,516.2040324206655,980.6814749118191,582.7971230010812,1772.8752483941778,506.2637107041835,1820.111906448938,718.9650421629117,882.9692729844902,511.7872625223232,1606.6349039421525,478.1976163420861,862.4109600310909,464.2321210764426,1764.093758213481,592.316514273638,737.9423019681714,482.8179837649794,89.01613820296853,739.6186238836356,1570.9002008418965,520.041166140425,1244.6126663543112,468.645299060722,763.7211359915862,613.5346629904236,,,,,329.8309107503948,517.0944478318871,1591.0549525640317,664.5054961704889,792.5743836545876,510.980843953844
244.33897351306484,743.1073005943452,1079.8486595965205,599.2866880865083,1378.502010382807,444.8590612833177,390.0361446428425,515.7539477529072,983.067031878573,582.5355482798627,1772.2117167929737,506.37604940558083,1822.0953738446697,719.0774176459875,885.4890257469026,511.7018215796727,1607.951462921763,478.1747931745623,862.7558847344867,464.7443993636296,1765.7263629147096,592.302647941143,738.7061261893634,482.88885227383605,92.51038179774713,738.983316597564,1571.8159461751143,520.0649770075695,1246.112822870414,468.7488035498984,764.6754012781946,613.687896978268,,,,,333.8558097077747,516.8078266929165,1590.7846393584173,664.2759482829877,794.4354188449151,510.9403895695925
247.90311051953466,742.4668602994625,1080.7747089122672,598.8405727669556,1379.931490224327,444.98033912374257,394.06725113774445,515.2316308090905,985.4941629160771,582.3279356353748,1771.6189306299098,506.39232344127356,1824.1905434050611,719.1098210941099,887.8880225765112,511.56609722089206,1609.444348301037,478.05701328375324,863.0494446045827,465.10304594107924,1767.4121415866987,592.3857246494787,739.492444984357,482.84797203527114,95.98630955407884,738.3239975388008,1572.8262008528723,520.1680024649335,1247.5303362562536,468.78966167156636,765.5759917461319,613.7643038780501,,,,,337.8701343288543,516.461321197159,1591.88866745213,664.1838083763123,796.2835870941946,510.80285203551614
251.5100595036904,741.7865731483419,1081.8245111133147,598.5428170661758,1381.7598910684655,445.1823666075316,397.51316490362854,514.6677056539917,987.995557776029,582.1492623462343,1770.604245740056,506.51984817878144,1826.3483495076784,719.2585156177306,890.334383007187,511.5274513796104,1611.0629252677059,478.02565282796064,863.4181917418906,465.42333281815706,1769.1879234205576,592.5543450515468,740.3744716346342,482.76608281198764,99.5219485084595,737.6206945435217,1573.9532598729686,520.3642772860319,1248.553185545112,468.8054338011192,766.5640303753694,613.8239961057982,,,,,341.93434610992693,516.1064316006593,1593.1003247316512,664.0816999976136,798.207854691821,510.6481261636062
255.12382835208928,741.14343130743,1083.1696169807565,598.3747883192293,1383.8949899118852,445.39287737985774,401.0778722478902,514.2152112744659,990.684375294167,581.9322396945839,1769.8775631673084,506.6009824058276,1828.8285648497636,719.3733661084701,892.8877672045677,511.51137586329776,1612.2977646854915,477.9186379579004,863.783084998012,465.58930914451673,1771.1731268546148,592.626673374996,741.368932233012,482.635603089543,103.04350846290441,736.9710143513064,1575.3842740650093,520.420751586084,1249.837575516844,468.6912434385771,767.4648865633035,613.8489476993997,,,,,345.9757554161825,515.7664129382703,1594.7695168864145,663.8303898813749,800.1386347197389,510.4352067405389
258.6128677850501,740.5740429490622,1084.4664736977763,598.3416521755714,1386.1465263225994,445.77350773035994,404.56769756912524,513.78787594862,993.2850408847371,581.8387709625229,1770.1695906494692,506.93499296481775,1831.1982326961206,719.6822279369645,895.431250749855,511.6355521592369,1613.4342683074271,477.98081330628816,864.0818004673263,465.8851033162223,1773.077668004533,592.8616886540208,742.2992364209699,482.6065514207746,106.45067298720068,736.3965475644279,1576.7557078347638,520.6490491589365,1251.0529971429767,468.76822133949065,768.2877803079989,613.9595634735169,,,,,349.89940754323425,515.5086040182164,1596.3709727293356,663.6508172788062,801.9539058165009,510.3002205669411
262.0331905651299,740.017884169673,1086.2462149342455,598.3116556453663,1387.945109119167,446.1287678244189,408.09971433542444,513.3384210702914,996.205167303675,581.7221180697807,1771.6663526816142,507.20632849261733,1833.9862411598285,720.0609926420185,898.3608255143342,511.7208263871097,1614.9127293898396,478.0537854681816,865.1859350373136,466.029617355684,1775.305964722164,593.0473756980598,743.371154185871,482.6707495509238,109.72642923961172,735.8567292155035,1578.673037998555,520.7536245670474,1252.726084904341,468.72218681450306,768.8251278883738,614.0402726723239,,,,,353.7248792707519,515.187777526387,1597.992479068093,663.4153711710601,803.6804302838591,510.1026912425708
265.4584373783604,739.4866856041056,1088.059781987724,598.2425365875625,1388.5370757495484,446.4401686388645,411.64997067789994,512.7567268929955,999.1354063992396,581.5704406172498,1773.1614925031104,507.3317921888121,1836.7848841838927,720.3398237475772,901.2698046766051,511.81301121366744,1616.39361582485,478.0288537016695,866.4262713466521,466.2737814301072,1777.5704010361405,593.133006742209,744.4012036461294,482.6778740156899,113.01632615771922,735.3712810042621,1580.467827654912,520.7964256041964,1254.4140976289377,468.6065637811606,769.5099730041663,614.07439462159,,,,,357.53615851282433,514.8926410317615,1599.3809129439185,663.1042776819395,805.3382065312492,509.8548541030337
269.012011574401,738.9448601544724,1090.7199222359363,598.2135350354299,1388.6023842283976,446.75300841348826,414.93629697332113,512.0019947013479,1002.1986893706651,581.4327244828698,1774.980762574024,507.45733382847345,1839.3957074241325,720.720334938509,904.2115748801466,511.8739564868861,1617.8805475557724,478.2633788368082,867.2486210270097,466.41471065376834,1779.7531229646322,593.3031062075231,745.3413147580968,482.6582016053354,116.27769607409476,734.8894853975405,1582.3041855638553,520.8328652557684,1256.5686003582698,468.4999796686634,771.1026832928901,614.0903003019837,,,,,361.1732692011489,514.6052364269189,1601.2038796486358,663.1778988645312,806.8357980503729,509.65600153640855
